Participant, ParticipantID, Condition, Gesture, Attempt Number, Outcome, Gesture Length (ns), Ideal Gesture Length, Difference,Diff,,Participant, ParticipantID, Condition, Gesture, Attempt Number, Outcome, Gesture Length (ns), Ideal Gesture Length, Difference,Diff
43,902042309, Glissando, Flick Up,1, Correct,252863333,1007000000,754136667,,,47,908225223, Return, Flick Left,9, Correct,298556355,1005000000,706443645,
43,902042309, Glissando, Flick Up,2, Correct,431611147,1007000000,575388853,,,47,908225223, Return, Flick Left,10, Correct,554032447,1005000000,450967553,
43,902042309, Glissando, Flick Up,3, Correct,361826198,1007000000,645173802,,,47,908225223, Return, Flick Left,11, Correct,408967916,1005000000,596032084,
43,902042309, Glissando, Flick Up,4, Correct,282627552,1007000000,724372448,105110989,,47,908225223, Return, Flick Left,12, Correct,402416458,1005000000,602583542,-91914322
46,902230022, Glissando, Double Flip Right,0, Correct,346334740,1010000000,663665260,,,47,908225653, Return, Flick Right,0, Correct,347395729,1004000000,656604271,
46,902230022, Glissando, Double Flip Right,2, Correct,110267969,1010000000,899732031,,,47,908225653, Return, Flick Right,1, Correct,473921978,1004000000,530078022,
46,902230022, Glissando, Double Flip Right,3, Correct,107572501,1010000000,902427499,,,47,908225653, Return, Flick Right,2, Correct,153597344,1004000000,850402656,
46,902230022, Glissando, Double Flip Right,4, Correct,77459530,1010000000,932540470,,,47,908225653, Return, Flick Right,3, Correct,668329011,1004000000,335670989,
46,902230022, Glissando, Double Flip Right,5, Correct,78550365,1010000000,931449635,267784375,,47,908225653, Return, Flick Right,4, Correct,552889479,1004000000,451110521,-265912553
46,902230159, Glissando, Flick Down,0, Correct,225170937,1004000000,778829063,,,47,908225358, Return, Flick Up,4, Correct,303440313,1007000000,703559687,
46,902230159, Glissando, Flick Down,1, Correct,98425885,1004000000,905574115,,,47,908225358, Return, Flick Up,7, Correct,308935833,1007000000,698064167,
46,902230159, Glissando, Flick Down,2, Correct,170837292,1004000000,833162708,,,47,908225358, Return, Flick Up,8, Correct,1993057395,1007000000,-986057395,
46,902230159, Glissando, Flick Down,3, Correct,174461613,1004000000,829538387,,,47,908225358, Return, Flick Up,10, Correct,146017448,1007000000,860982552,
46,902230159, Glissando, Flick Down,4, Correct,95105989,1004000000,908894011,130064948,,47,908225358, Return, Flick Up,11, Correct,287309322,1007000000,719690678,406872031
46,902225824, Glissando, Flick Left,0, Correct,64348751,1005000000,940651249,,,48,917234843, Return, Double Flip Right,0, Correct,879218750,1004000000,124781250,
46,902225824, Glissando, Flick Left,1, Correct,963618332,1005000000,41381668,,,48,917234843, Return, Double Flip Right,1, Correct,1022432447,1004000000,-18432447,
46,902225824, Glissando, Flick Left,2, Correct,240344947,1005000000,764655053,,,48,917234843, Return, Double Flip Right,2, Correct,986745573,1004000000,17254427,
46,902225824, Glissando, Flick Left,3, Correct,236205885,1005000000,768794115,,,48,917234843, Return, Double Flip Right,3, Correct,1182184687,1004000000,-178184687,
46,902225824, Glissando, Flick Left,4, Correct,340631666,1005000000,664368334,-276282915,,48,917234843, Return, Double Flip Right,4, Correct,999512136,1004000000,4487864,-894875365
46,902230114, Glissando, Flick Right,0, Correct,119010106,1004000000,884989894,,,48,917235057, Return, Pan Down,0, Correct,409583021,1004000000,594416979,
46,902230114, Glissando, Flick Right,1, Correct,101674167,1004000000,902325833,,,48,917235057, Return, Pan Down,1, Correct,329483645,1004000000,674516355,
46,902230114, Glissando, Flick Right,2, Correct,77558073,1004000000,926441927,,,48,917235057, Return, Pan Down,2, Correct,505465625,1004000000,498534375,
46,902230114, Glissando, Flick Right,3, Correct,111070416,1004000000,892929584,,,48,917235057, Return, Pan Down,3, Correct,604677186,1004000000,399322814,
46,902230114, Glissando, Flick Right,4, Correct,62483802,1004000000,941516198,56526304,,48,917235057, Return, Pan Down,4, Correct,603843592,1004000000,400156408,394834950
46,902225933, Glissando, Flick Up,0, Correct,84568126,1007000000,922431874,,,48,917234752, Return, Pan Up,0, Correct,1253150884,1007000000,-246150884,
46,902225933, Glissando, Flick Up,1, Correct,505475469,1007000000,501524531,,,48,917234752, Return, Pan Up,1, Correct,899728802,1007000000,107271198,
46,902225933, Glissando, Flick Up,2, Correct,335890781,1007000000,671109219,,,48,917234752, Return, Pan Up,2, Correct,617342082,1007000000,389657918,
46,902225933, Glissando, Flick Up,3, Correct,172014791,1007000000,834985209,,,48,917234752, Return, Pan Up,3, Correct,897240571,1007000000,109759429,
46,902225933, Glissando, Flick Up,4, Correct,192097239,1007000000,814902761,-107529113,,48,917234752, Return, Pan Up,4, Correct,1173974114,1007000000,-166974114,-293396979
48,912041858, Glissando, Double Flip Right,0, Correct,907993802,1004000000,96006198,,,,,,,,,,,,5074853.031
48,912041858, Glissando, Double Flip Right,1, Correct,789330677,1004000000,214669323,,,,,,,,,,,,
48,912041858, Glissando, Double Flip Right,2, Correct,751765468,1004000000,252234532,,,,,,,,,,,,
48,912041858, Glissando, Double Flip Right,3, Correct,688338177,1004000000,315661823,,,,,,,,,,,,
48,912041858, Glissando, Double Flip Right,4, Correct,827165468,1004000000,176834532,80828334,,,,,,,,,,,
48,912042049, Glissando, Flick Down,0, Correct,559601458,1004000000,444398542,,,,,,,,,,,,
48,912042049, Glissando, Flick Down,1, Correct,527939739,1004000000,476060261,,,,,,,,,,,,
48,912042049, Glissando, Flick Down,2, Correct,587300989,1004000000,416699011,,,,,,,,,,,,
48,912042049, Glissando, Flick Down,3, Correct,498354062,1004000000,505645938,,,,,,,,,,,,
48,912042049, Glissando, Flick Down,4, Correct,443855990,1004000000,560144010,115745468,,,,,,,,,,,
48,912041542, Glissando, Flick Left,0, Correct,670765623,1005000000,334234377,,,,,,,,,,,,
48,912041542, Glissando, Flick Left,1, Correct,539839583,1005000000,465160417,,,,,,,,,,,,
48,912041542, Glissando, Flick Left,2, Correct,623542969,1005000000,381457031,,,,,,,,,,,,
48,912041542, Glissando, Flick Left,3, Correct,1240644010,1005000000,-235644010,,,,,,,,,,,,
48,912041542, Glissando, Flick Left,4, Correct,712891303,1005000000,292108697,-42125680,,,,,,,,,,,
48,912042001, Glissando, Flick Right,0, Correct,620289635,1004000000,383710365,,,,,,,,,,,,
48,912042001, Glissando, Flick Right,1, Correct,566480261,1004000000,437519739,,,,,,,,,,,,
48,912042001, Glissando, Flick Right,2, Correct,229843177,1004000000,774156823,,,,,,,,,,,,
48,912042001, Glissando, Flick Right,3, Correct,429954895,1004000000,574045105,,,,,,,,,,,,
48,912042001, Glissando, Flick Right,4, Correct,660567813,1004000000,343432187,-40278178,,,,,,,,,,,
48,912041801, Glissando, Flick Up,0, Correct,885021928,1007000000,121978072,,,,,,,,,,,,
48,912041801, Glissando, Flick Up,1, Correct,660914843,1007000000,346085157,,,,,,,,,,,,
48,912041801, Glissando, Flick Up,2, Correct,830723542,1007000000,176276458,,,,,,,,,,,,
48,912041801, Glissando, Flick Up,3, Correct,752864114,1007000000,254135886,,,,,,,,,,,,
48,912041801, Glissando, Flick Up,4, Correct,748202708,1007000000,258797292,136819220,70901951.87,,,,,,,,,,
